,importance,name
7,0.02078156207409562,"sensor0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0"
18,0.017048713258814657,"sensor0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0"
2,0.0169815035328163,"sensor0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var"""
19,0.016923217021347706,sensor0__cid_ce__normalize_False
92,0.016224159651284636,"sensor1__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)"
948,0.014634341913560082,sensor1__standard_deviation
1101,0.013516761146937038,"sensor1__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)"
5,0.013515102246364001,sensor0__variance
43,0.013431526311793514,sensor0__mean_abs_change
28,0.013295509565011488,"sensor1__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)"
157,0.013243687228146455,"sensor0__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)"
510,0.012899117118527297,"sensor1__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max"""
1069,0.012797054594420012,sensor1__abs_energy
108,0.01267757591526207,"sensor0__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)"
144,0.012225463459506272,sensor3__energy_ratio_by_chunks__num_segments_10__segment_focus_5
1068,0.012205795038935884,sensor1__root_mean_square
259,0.010851505609145762,"sensor0__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)"
40,0.010666847277302471,"sensor0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2"
64,0.010403224851797076,"sensor0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2"
94,0.010321864879048397,"sensor1__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)"
422,0.010154536401643866,"sensor1__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)"
17,0.00995345186422048,sensor0__spkt_welch_density__coeff_2
542,0.00989545192125632,"sensor3__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)"
151,0.009883656134506353,"sensor1__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)"
132,0.00973920536521951,"sensor0__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)"
1131,0.00973449638770285,"sensor1__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)"
965,0.009370908204413468,"sensor1__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)"
689,0.009363344590202098,"sensor1__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0"
271,0.009209245772050782,"sensor1__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)"
197,0.00819833936027199,"sensor2__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)"
9,0.008127260954765238,sensor0__root_mean_square
111,0.008087715285469345,"sensor2__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)"
892,0.007800657791426706,sensor1__mean_abs_change
110,0.007636498317159223,"sensor0__fft_coefficient__attr_""real""__coeff_2"
1132,0.007451154677261937,"sensor1__fft_coefficient__attr_""abs""__coeff_1"
188,0.0072911391214887135,"sensor1__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)"
1162,0.007210459382585639,sensor1__c3__lag_1
1038,0.007139674391163026,"sensor1__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)"
898,0.007027648885593187,"sensor3__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)"
378,0.006988727041197617,"sensor1__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)"
77,0.0069166589237812095,"sensor1__fft_coefficient__attr_""real""__coeff_2"
109,0.006895097791794945,"sensor2__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)"
806,0.006824521657640368,"sensor1__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)"
1216,0.006811711569213174,"sensor1__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)"
10,0.006794785412167647,sensor0__abs_energy
172,0.006775848064910824,sensor0__sum_values
131,0.006743632858491036,"sensor2__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)"
3,0.006699586216390604,sensor0__maximum
326,0.006698780361911544,"sensor0__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)"
553,0.006558696945388843,"sensor1__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)"
407,0.006553943143447189,"sensor0__fft_coefficient__attr_""real""__coeff_3"
523,0.00654927247090991,"sensor0__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)"
221,0.006473705977414923,"sensor0__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)"
106,0.006386854139448076,"sensor0__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)"
107,0.006274035501417792,"sensor1__fft_coefficient__attr_""real""__coeff_1"
158,0.0061865698818442776,"sensor1__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)"
104,0.005835871752758931,"sensor2__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0"
15,0.005714574057632326,"sensor0__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)"
167,0.005662912594515585,sensor2__mean_abs_change
168,0.005604393204543131,sensor2__absolute_sum_of_changes
557,0.005238462194276246,"sensor1__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0"
87,0.005217088415245161,"sensor1__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)"
0,0.005184051984588581,"sensor0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max"""
1031,0.004943382184553299,"sensor1__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)"
1163,0.004873183394026649,sensor1__quantile__q_0.7
122,0.00480087690469476,"sensor2__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)"
141,0.004654594407159189,"sensor0__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)"
166,0.004592309167945341,"sensor2__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0"
838,0.004520093962549615,sensor3__ar_coefficient__coeff_0__k_10
119,0.004502190456849762,"sensor2__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)"
1232,0.004356886053556271,sensor3__last_location_of_maximum
903,0.004324276617757669,"sensor1__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)"
692,0.004248162184012305,sensor1__cid_ce__normalize_False
39,0.004164058102800679,"sensor1__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)"
1036,0.004052506240584924,sensor1__quantile__q_0.9
399,0.003920580286985172,sensor1__spkt_welch_density__coeff_2
1074,0.0038910347138513546,"sensor1__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)"
852,0.0038766912581652342,sensor1__maximum
42,0.0038513402067031194,sensor0__absolute_sum_of_changes
947,0.0038079396457833987,sensor1__variance
1057,0.003788473511979085,sensor1__quantile__q_0.8
93,0.003775967348579039,"sensor0__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)"
12,0.0037695366632121167,"sensor0__fft_coefficient__attr_""abs""__coeff_3"
113,0.003750504875402269,"sensor0__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)"
150,0.0037434534123846476,"sensor0__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)"
184,0.0036847889897074332,"sensor0__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)"
26,0.0036211142798746577,"sensor0__fft_coefficient__attr_""abs""__coeff_4"
140,0.003601500881190696,"sensor2__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)"
216,0.0035760865846911414,"sensor1__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)"
298,0.0035737314307877095,"sensor0__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)"
215,0.003556114751511217,"sensor0__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)"
1240,0.0035436631813328344,sensor1__sum_values
4,0.003503230871806874,"sensor0__linear_trend__attr_""stderr"""
142,0.003487959100637103,"sensor2__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)"
1041,0.003441581758391125,"sensor1__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4"
136,0.0034305103904886582,"sensor2__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)"
52,0.0034211769893448657,"sensor1__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean"""
138,0.003420883931939214,"sensor0__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)"
58,0.003396273688032578,"sensor0__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)"
1082,0.0033575088917876046,"sensor1__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)"
1239,0.00333713887897501,"sensor1__fft_coefficient__attr_""real""__coeff_0"
626,0.0033328075140291037,"sensor3__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max"""
171,0.0033186061344553396,"sensor0__fft_coefficient__attr_""real""__coeff_0"
229,0.0033163265067863816,"sensor1__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)"
307,0.0033130649031746185,sensor2__cid_ce__normalize_False
116,0.003299731380908475,sensor1__time_reversal_asymmetry_statistic__lag_3
605,0.0032866770816453346,"sensor1__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)"
33,0.0032840934869472734,"sensor0__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)"
779,0.003281910604291195,"sensor1__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)"
91,0.0032662457241172597,"sensor0__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)"
105,0.0032601528517074156,"sensor0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4"
32,0.00325904522129532,sensor0__minimum
90,0.0032500408210062322,"sensor1__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)"
98,0.003245720983509093,"sensor0__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)"
68,0.003230802124054732,"sensor0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var"""
102,0.003198913453361665,sensor0__quantile__q_0.9
29,0.0031775763796357925,"sensor1__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)"
16,0.0031720317450078615,"sensor0__fft_coefficient__attr_""abs""__coeff_5"
1,0.0031631137421847173,sensor0__energy_ratio_by_chunks__num_segments_10__segment_focus_5
118,0.0031203215660254515,"sensor0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2"
163,0.0030965848096231176,"sensor2__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)"
120,0.003070205199127958,"sensor2__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)"
597,0.0029575209321365207,"sensor0__linear_trend__attr_""intercept"""
475,0.0029519819390703087,sensor1__minimum
83,0.0029509093885808067,"sensor0__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)"
1172,0.0028953155666509005,"sensor1__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)"
195,0.002860792563988456,"sensor2__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)"
1095,0.0028596090717671802,"sensor1__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2"
35,0.0028412754891233914,sensor2__energy_ratio_by_chunks__num_segments_10__segment_focus_5
14,0.002836300707566245,"sensor0__fft_coefficient__attr_""real""__coeff_1"
807,0.002734679864135589,sensor2__last_location_of_maximum
774,0.0027280196598175,"sensor1__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean"""
57,0.0026926445462219033,"sensor1__linear_trend__attr_""slope"""
134,0.002691666110476029,"sensor2__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)"
21,0.0026796530299722354,"sensor1__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)"
137,0.002465072603162436,"sensor2__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)"
265,0.002408278289320385,"sensor0__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)"
84,0.0023534825698910454,"sensor1__fft_coefficient__attr_""imag""__coeff_1"
139,0.002324533427915379,"sensor2__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)"
928,0.0023158471626797818,"sensor3__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)"
476,0.0023018198433566437,"sensor1__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)"
1202,0.0022512087185298712,"sensor3__fft_coefficient__attr_""real""__coeff_5"
1090,0.0021888466628512864,"sensor1__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max"""
121,0.002143449410086413,"sensor0__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)"
135,0.002087869588846834,"sensor0__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)"
354,0.0020819638694238186,"sensor1__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6"
1233,0.0020232282780007537,sensor3__first_location_of_maximum
1023,0.001965049942373683,"sensor3__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max"""
985,0.0019330233965359806,"sensor1__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2"
154,0.0017375179523556824,"sensor2__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2"
61,0.0017183396677217758,"sensor0__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)"
256,0.0016857311611041441,"sensor2__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)"
130,0.0016271565721509176,"sensor2__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)"
165,0.0016098231639820625,"sensor2__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)"
727,0.0015923734569368493,"sensor3__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)"
1152,0.0015758537101069774,"sensor3__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)"
128,0.0015272752660452705,"sensor2__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)"
983,0.0015234482762553543,"sensor1__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4"
1161,0.0014554267227542483,"sensor3__linear_trend__attr_""stderr"""
1009,0.0014347948421138445,"sensor1__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2"
245,0.0013960116298461311,"sensor1__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max"""
214,0.0013609814824603022,sensor2__quantile__q_0.8
1081,0.0013593565484814405,"sensor1__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)"
656,0.001339313294443151,"sensor1__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var"""
891,0.0013222290324937432,sensor1__absolute_sum_of_changes
159,0.0013077279829420297,"sensor2__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)"
1169,0.0012911054632284225,"sensor1__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max"""
808,0.001282777128865213,sensor2__first_location_of_maximum
1196,0.0012433219543333458,"sensor2__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var"""
78,0.0012303983044792556,"sensor0__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)"
893,0.001223380936651165,"sensor1__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0"
47,0.0012217742449879567,"sensor0__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)"
387,0.0012010998730728154,"sensor0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max"""
205,0.0011272483568790343,"sensor2__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)"
243,0.0010988218026129742,"sensor2__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)"
424,0.0010882985670560349,sensor0__time_reversal_asymmetry_statistic__lag_3
22,0.0010492160384747917,"sensor0__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)"
308,0.0010249008368039762,"sensor2__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0"
420,0.0009968891163300046,"sensor2__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)"
145,0.000976705632092509,"sensor2__fft_coefficient__attr_""abs""__coeff_0"
25,0.0008625089765101013,"sensor1__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)"
27,0.0008588657011734692,sensor2__ar_coefficient__coeff_0__k_10
269,0.0008333364549199116,"sensor2__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)"
844,0.0008109026044216519,"sensor1__linear_trend__attr_""stderr"""
349,0.0008017219876388905,"sensor0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean"""
391,0.0007996037897740536,"sensor1__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var"""
393,0.0007871285748811493,"sensor2__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)"
396,0.0007791030618609888,"sensor2__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4"
463,0.0007608240173840033,"sensor1__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var"""
70,0.0007496103559377045,"sensor1__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean"""
270,0.0007348012670004637,"sensor2__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0"
856,0.0007184384020092846,"sensor3__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)"
1044,0.0007013123506868843,"sensor3__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var"""
1054,0.000691729205627564,sensor3__standard_deviation
1177,0.0006879603983327126,sensor0__first_location_of_maximum
260,0.0006674965915849803,"sensor2__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2"
1114,0.0006632292478005689,"sensor1__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)"
417,0.0006621180209533018,"sensor3__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)"
1210,0.0006442352732676832,"sensor1__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var"""
50,0.0006402459333309307,"sensor1__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)"
507,0.0006390244525662591,"sensor3__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)"
44,0.0006208193832483572,"sensor0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0"
191,0.0006121958072358138,"sensor2__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)"
155,0.0005975863900459804,"sensor1__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean"""
147,0.0005970134037474006,sensor2__mean
208,0.0005863360090390046,sensor1__spkt_welch_density__coeff_5
1190,0.0005764194984200284,"sensor1__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2"
177,0.0005671615708375786,"sensor2__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0"
193,0.0005602631386032932,"sensor2__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)"
757,0.0005591385272185407,"sensor3__fft_coefficient__attr_""real""__coeff_3"
1018,0.0005546601208757217,"sensor1__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2"
123,0.0005456965371410752,"sensor1__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)"
1180,0.0005450108265905007,"sensor0__fft_coefficient__attr_""angle""__coeff_3"
88,0.0005444980171116681,"sensor0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min"""
405,0.0005262828734291304,"sensor0__fft_coefficient__attr_""imag""__coeff_4"
746,0.000521791622729303,sensor3__mean_abs_change
112,0.0005170166274908867,"sensor2__fft_coefficient__attr_""real""__coeff_9"
629,0.0005148470237248958,sensor0__energy_ratio_by_chunks__num_segments_10__segment_focus_2
840,0.0004927824692897232,"sensor3__fft_coefficient__attr_""real""__coeff_8"
63,0.0004904859947409246,"sensor0__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)"
206,0.00047666059236885347,"sensor1__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean"""
81,0.0004734887461311067,"sensor2__fft_coefficient__attr_""real""__coeff_6"
986,0.00046723511200434464,sensor2__minimum
601,0.00046238004967172645,"sensor2__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max"""
1175,0.0004546815344230982,"sensor1__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0"
555,0.0004518112045878882,sensor1__quantile__q_0.1
577,0.0004476873757389241,"sensor0__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)"
320,0.00044103438163387384,sensor2__spkt_welch_density__coeff_8
982,0.0004398731149733363,sensor3__time_reversal_asymmetry_statistic__lag_1
293,0.00043754382915168767,sensor0__lempel_ziv_complexity__bins_10
1182,0.00043685467557433885,"sensor1__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)"
55,0.00042788430521200314,"sensor1__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)"
6,0.00042413478453608324,sensor0__standard_deviation
1204,0.00042228424370439866,"sensor1__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8"
464,0.00042064901532079123,"sensor2__linear_trend__attr_""stderr"""
896,0.0004187789795155117,"sensor3__fft_coefficient__attr_""real""__coeff_2"
580,0.0004182366572013488,"sensor2__fft_coefficient__attr_""abs""__coeff_7"
616,0.0004158812370592115,"sensor1__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)"
426,0.000410509069504662,"sensor3__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)"
1004,0.00040759336787235507,"sensor3__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)"
1107,0.0004051106937277463,sensor1__skewness
53,0.00039403892559139084,"sensor1__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)"
1244,0.00038280007052172353,"sensor3__fft_coefficient__attr_""real""__coeff_4"
74,0.00037282150001890965,"sensor1__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)"
621,0.0003667991063780262,"sensor3__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0"
423,0.0003620761150714949,sensor2__number_peaks__n_1
96,0.00035521578087432547,sensor0__energy_ratio_by_chunks__num_segments_10__segment_focus_7
566,0.00035509585611700367,"sensor1__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)"
969,0.00035335017758632016,sensor3__abs_energy
467,0.000346388981763358,"sensor0__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0"
394,0.0003443496352831651,sensor1__index_mass_quantile__q_0.1
473,0.00034131136563934504,"sensor3__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)"
156,0.0003411811612497734,"sensor0__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)"
821,0.0003411688510536776,"sensor3__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max"""
837,0.0003402728992817534,"sensor3__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)"
314,0.00034013356381197525,sensor2__quantile__q_0.9
816,0.0003348893327188814,"sensor0__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)"
1102,0.00032881349705947915,"sensor1__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4"
1238,0.00032757462325277097,sensor1__mean
941,0.0003239517289078317,"sensor3__fft_coefficient__attr_""angle""__coeff_3"
515,0.00032385429859364904,"sensor1__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)"
720,0.00032337827658946306,"sensor1__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)"
1192,0.00031885468725887067,sensor3__quantile__q_0.1
344,0.0003182313008195263,"sensor1__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max"""
448,0.0003171761361899542,"sensor0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0"
358,0.0003169788389150014,"sensor2__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2"
